"incident_id","student_id","date_of_event","date_of_action","incident_type","action_taken","school_id","description"
"771","Ghg2JGYQ","2024-12-10","2024-12-10","academic dishonesty","ISS","chs","Student caught plagiarizing a research paper. Showed no remorse, claimed ignorance. Used obscure sources including a recipe blog as a credible reference. Will serve ISS for a proper lesson in academic integrity."
"772","f4DjNkmb","2024-12-10","2024-12-10","academic dishonesty","parent conference","chs","Student caught plagiarizing material from an unknown source during English class. Student showed defiance, claiming innocence despite clear evidence. Parent conference ordered to address dishonesty and attitude towards academic integrity."
"773","w91bKHi2","2024-12-10","2024-12-10","academic dishonesty","parent conference","dhs","Student was caught using a cheat sheet during a morning math exam. Despite initial denial, student eventually admitted their actions but remained defiant during the discussion. Their nervous demeanor was noted by the proctor."
"774","JQQ1OUGo","2024-12-10","2024-12-10","dress code","warning","chs","Student's attire violated policy with excessive piercings, a hat indoors, and neon shoelaces. Despite warnings, student displayed defiance and eye-rolling when confronted. Reminder given about proper dress code expectations."
"775","XNC0MHSY","2024-12-10","2024-12-10","altercation","ISS","chs","Altercation in cafeteria during lunch, involving yelling and throwing food. Student appeared agitated and uncooperative, ignoring staff instructions. No physical harm reported, but disruption was severe."
"776","L2BmzLDP","2024-12-10","2024-12-10","academic dishonesty","ISS","ajh","Student was caught copying answers during a math test. Despite initial denial, confessed when presented with concrete evidence. Showed a mix of nervousness and defiance during the confrontation. This is a serious breach of academic integrity that needs to be addressed."
"777","b7Kka2Q0","2024-12-10","2024-12-10","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Tried to pass off outdated facts as their own research. Showed no remorse or understanding of the severity of their actions. ISS assigned for reflection."
"778","NszWIg5v","2024-12-11","2024-12-11","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Initially denied it, but later admitted when confronted with evidence. Showed no remorse. Kept muttering excuses and blaming others. Serves as a warning to others."
"779","AF4Hf6yy","2024-12-11","2024-12-11","altercation","detention","chs","Altercation in cafeteria during lunch, involving yelling and throwing food. Student appeared agitated and refused to calm down despite staff intervention. No physical harm reported, but disruption was significant."
"780","HJ1CgHAz","2024-12-11","2024-12-11","academic dishonesty","ISS","chs","Student caught plagiarizing a research paper. Showed no remorse, even argued they didn't know it was wrong. Started sweating profusely when confronted. Discovery of the plagiarism was due to an accidental coffee spill on the student's desk that revealed hidden notes."
"781","WwaFJ1E9","2024-12-11","2024-12-11","theft","warning","ajh","Student's theft involved taking multiple items from a teacher's desk during lunch hours. The student was observed acting nervously and repeatedly checking for potential witnesses. The missing items included unique supplies and personal belongings."
"782","RZtPLu6a","2024-12-11","2024-12-11","altercation","ISS","chs","Altercation in cafeteria during lunch, student was combative and refused to cooperate with staff. Pots and pans were involved as makeshift shields. No injuries, but a chaotic scene ensued. Student's attitude was defiant throughout. ISS is warranted to address behavior."
"783","7Q5p2l0O","2024-12-11","2024-12-11","altercation","parent conference","chs","During class, student engaged in a heated altercation, displaying aggressive behavior and escalating the situation. Student was caught throwing a textbook across the room, causing a disruption. Parent conference is necessary to address their behavior."
"784","keZoHZwt","2024-12-10","2024-12-11","bullying","ISS","chs","Student engaged in repeated name-calling and intimidation towards another student during lunch, escalating to physical shoving. Showed no remorse or willingness to improve behavior during confrontation. Requires isolation to reflect on actions."
"785","nGV29lbb","2024-12-10","2024-12-11","altercation","ISS","chs","Student involved in physical altercation during lunch. Refused to follow staff instructions, displayed aggressive behavior. School property damaged. Spent entire lunch period in cafeteria, under supervision."
"786","hM8wNn6H","2024-12-11","2024-12-11","academic dishonesty","suspension","chs","Student caught plagiarizing a research paper. Showed no remorse, even after proof was presented. Spent more time making excuses than admitting fault. Blatant disregard for academic integrity."
"787","vFu6niF4","2024-12-12","2024-12-12","disruption","suspension","chs","Student was yelling profanities loudly in the cafeteria during lunch. Ignored staff requests to calm down. Threw food at other students. Defiant and uncooperative. Displayed complete disrespect for rules and authority."
"788","9Ffaz483","2024-12-12","2024-12-12","altercation","ISS","chs","Altercation in cafeteria during lunch. Student was loud and aggressive, knocking over trays. Refused to calm down despite staff intervention. No physical harm reported, but disruption was extreme."
"789","2CeQ4UPD","2024-12-12","2024-12-12","academic dishonesty","parent conference","dhs","Student was caught using a cheat sheet during a morning exam. When confronted, student appeared nervous and fidgety, refusing to make eye contact. Penalties will be discussed during parent conference."
"790","lbK1mT7I","2024-12-12","2024-12-12","dress code","detention","ajh","Student was in violation of dress code by wearing flip-flops, a baseball cap, and a crop top with an inappropriate graphic. Student was defiant when approached and refused to rectify the clothing issue. Detention assigned for noncompliance and disruption."
"791","D8NUlCKB","2024-12-12","2024-12-12","academic dishonesty","parent conference","ajh","Student was observed copying answers during a midterm exam. When confronted, they appeared nervous and avoided eye contact. This is a serious violation of academic integrity policies. Parent conference is necessary to address the situation."
"792","cu0W2qBp","2024-12-13","2024-12-13","altercation","suspension","ajh","After an altercation during lunch, student displayed aggressive behavior, resulting in physical contact with another student. Despite staff intervention, student continued to escalate the situation by throwing lunch items and shouting profanities. Situation resolved after assistance from additional staff members."
